id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication
5125645506709421,PaL9Is9qt,2104498761,棋手战鹰,这两天和b站官方一起在拍摄春晚后台探班系列视频，昨天早上5点半起床一直到凌晨2.3点左右收工，回来直接昏死在床上……今天工作间隙一看手机人蒙了，LG杯第二局这是什么情况？？？是，有这些年一直存在的中韩围棋规则之间不小的差异，以及每种规则下，各国棋手经过多年的训练会有自己不容易更改的对局习惯。但看完现场视频，很气愤…我始终认为，棋手对围棋要有一颗敬畏之心，棋不能也不该这样去赢，坦坦荡荡大大方方较量以后获得的胜利，才是真的尊重对手尊重自己的。对于去年8月韩国围棋更改的这条规则我充满疑惑，规则的制定应该是为了让选手下出更加精彩无争议的比赛，而如果变成了无关紧要但会让选手分心以及感到束缚的事情时，那么它是不是不合理？？第三局，我们都来给柯洁加油啊！！！,,,,,369,613,13139,2025-01-22 15:56,iPhone客户端,https://wx3.sinaimg.cn/large/7d701a49ly1hxtlcsjobcj227o10oqv5.jpg,,,北京,红V
5125662848843800,PaLBGB6FW,6041830417,天下篮球快报,咱哥这泫然欲泣的委屈模样，够我学一辈子了。卞相壹、围棋、柯洁、柯洁判负、LG杯，这些话题真是令人感慨。#LG杯##卞相壹#L天下篮球快报的微博视频,,,,"LG杯,卞相壹",18,87,577,2025-01-22 17:05,微博视频号,,"http://f.video.weibocdn.com/o0/29rnCtBZlx08lmgj1Wsg010412004JiF0E010.mp4?label=mp4_720p&template=720x1600.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1737886069&ssig=f3zOQSxrin&KID=unistore,video",,北京,金V
5125657715278997,PaLtpm9j7,5783895952,贾罡璐95,LG杯决赛第2局，柯洁因落子未放在棋盒里而被判负令人愤慨，对此国家队总教练俞斌老师说：#韩方承认规则不合理但坚持#判罚#柯洁判负#L贾罡璐95的微博视频,,,,"韩方承认规则不合理但坚持,柯洁判负",306,1297,12504,2025-01-22 16:44,微博视频号,,"http://f.video.weibocdn.com/o0/ZsJGLKsRlx08lmeUhaSs01041200HdrS0E010.mp4?label=mp4_720p&template=720x1300.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1737886069&ssig=A%2BZqjz%2BvIY&KID=unistore,video",,北京,黄V
5125592489399970,PaJMcDrmq,2318910945,新浪热点,#柯洁此前6胜卞相壹#【#柯洁冲第九冠#】北京时间1月22日，LG杯决赛第二局，中国棋手柯洁对阵韩国棋手卞相壹。本局比赛，柯洁两次遭判罚犯规被判负，双方大比分战成1-1平，明日将进行决胜局较量。明日，两人将展开决胜局的激烈较量，柯洁也将向着自己职业生涯的第九座世界冠军奖杯全力冲击，这场关键对决无疑备受棋坛瞩目。@新浪热点查询资料时发现，柯洁与卞相壹同为1997年出生。柯洁在2015年不满18岁时拿到个人首个世界冠军，在第25届三星杯决赛2:0击败申真谞后，与古力共享中国围棋“八冠王”荣耀。卞相壹虽然也很早就步入了一流棋手行列，但直到2023年才在第14届春兰杯成为世界冠军。两人之间的交手战绩是柯洁6胜1负领先。两人都是第二次进LG杯决赛，第一次决赛均屈居亚军。（新浪热点综合中国围棋协会、此前报道）#柯洁判负##柯洁LG杯决赛总比分1比1被扳平#L九派新闻的微博视频,,,新浪热点,"柯洁此前6胜卞相壹,柯洁冲第九冠,柯洁判负,柯洁LG杯决赛总比分1比1被扳平",80,161,1226,2025-01-22 12:25,微博视频号,,"http://f.video.weibocdn.com/o0/QnOgFXPGlx08lm3MOoiI010412003ttk0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1737886062&ssig=WPIDUV6dS8&KID=unistore,video",,,普通用户
5125697817805387,PaMw5wKxl,6067139463,台湾那点事儿,#lg杯柯洁被判负#柯洁LG杯决赛两次违规被判负。经典韩式体育？LG杯决赛柯洁遭离谱判罚判负。L台湾那点事儿的微博视频,,,,lg杯柯洁被判负,3,38,138,2025-01-22 19:24,微博视频号,,"http://f.video.weibocdn.com/o0/hSbt44pnlx08lmpP8uKc01041200cc560E010.mp4?label=mp4_720p&template=720x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1737886069&ssig=jZHNJkpeGa&KID=unistore,video",,辽宁,金V
5125600115427596,PaJYvmLXS,2054300185,虎扑的步行街,LG杯柯洁两次提子放错被判负，明日进行决胜局比赛第29届LG杯世界棋王赛三番棋决赛第二局，柯洁提子未按照韩国围棋最新规则规定放入棋盒，先被裁判罚2目，然后因提子按钟被对手卞相壹举报，两次犯规被判负。第二局开局阶段，柯洁由于提子没有按照韩国围棋规则规定放在棋盒盖上被罚两目。根据韩国围棋新规第18条第6项，提子未将棋子放置在棋盖中一方将被罚两目。随后比赛继续进行。棋局进行至第80手，柯洁再次提子，根据现场直播画面还原，柯洁先拍钟后将提子放到盒盖里，这次韩国棋手卞相壹直接举手示意裁判，指出柯洁犯规，双方再次起身离席。根据最新的韩国围棋规则，提子要先放入棋盒再摁钟，柯洁第二次犯规，被裁判判负。这次也是围棋世界大赛决赛中首次出现犯规负。前两局，柯洁卞相壹战成1比1平，决胜局23日继续进行。如果柯洁能够获胜，将超过八冠的古力，成为夺取世界冠军次数最多的中国棋手。据悉，韩国围棋协会去年11月出台规定，提子必须置于棋盖内，否则裁判要给予警告并罚两目。#柯洁决赛##柯洁判负##柯洁LG杯决赛总比分1比1被扳平#,,,,"柯洁决赛,柯洁判负,柯洁LG杯决赛总比分1比1被扳平",67,144,1958,2025-01-22 12:55,吃瓜积极分子,"https://wx2.sinaimg.cn/large/7a722219gy1hxtfz8d5qwj20b406rt9f.jpg,https://wx1.sinaimg.cn/large/7a722219gy1hxtg0iejh4j218g17a77p.jpg,https://wx1.sinaimg.cn/large/7a722219gy1hxtg6gzamrj218g1dw0xk.jpg,https://wx1.sinaimg.cn/large/7a722219gy1hxtg0is3j5j218g1wi7bg.jpg,https://wx2.sinaimg.cn/large/7a722219gy1hxtg7b84ocj218g1wiq8p.jpg,https://wx2.sinaimg.cn/large/7a722219gy1hxtg24qpohj218g1uitgx.jpg,https://wx3.sinaimg.cn/large/7a722219gy1hxtggjpq2gj218g1wigs7.jpg,https://wx4.sinaimg.cn/large/7a722219gy1hxtggkbb5kj218g1t60yk.jpg,https://wx2.sinaimg.cn/large/7a722219gy1hxtggg89ntj218g17an1i.jpg",,,浙江,金V
5125640094746250,PaL0ZjUIq,3090496625,无懈可击小挠宝,#韩国人理解的围棋只谈胜负#首先咱们从规则角度来看，柯洁确实犯规了。但是我不能理解的是，LG杯虽然是韩国主办的，但同样也是世界大赛，为啥要使用韩国规则？再说规则，把提子放回盒盖后再按钟，是合规的；按钟后再把提子放回盒盖，就是违规的，一个先后次序而已。卞相壹就瞪眼看着等柯洁犯规呗！反正我是认为，正经棋手是不会这么做的🙃#媒体称柯洁对手胜之不武##柯洁被判负专家解读韩国提子新规#L无懈可击小挠宝的微博视频,,,,"韩国人理解的围棋只谈胜负,媒体称柯洁对手胜之不武,柯洁被判负专家解读韩国提子新规",30,275,3172,2025-01-22 15:34,微博视频号,,"http://f.video.weibocdn.com/o0/NoMSfJXblx08lma5WZdC01041200pQNs0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1737886069&ssig=JDvfYEf6iC&KID=unistore,video",,山东,金V
5125591709523207,PaJKWDXq7,1638781994,新浪体育,#韩国围棋新规##韩国围棋新规去年修改并交付中方#LG杯决赛第2局，柯洁因提子犯规被判负。据韩国围棋新规第18条第6项规定，提子未将棋子放置在棋盖中一方将被罚两目‌‌。具体是指，如果一方在提子时没有将棋子放置在棋盖上，裁判将会对其进行处罚，罚两目。韩媒称相关规定在去年下半年三星杯赛事期间进行了修改，并正式交付中方，柯洁没能熟悉韩国规定。#柯洁判负#L新浪棋牌的微博视频,,,,"韩国围棋新规,韩国围棋新规去年修改并交付中方,柯洁判负",90,174,2377,2025-01-22 12:22,微博视频号,,"http://f.video.weibocdn.com/o0/gLTaCiawlx08llWhJUeY01041200G1rS0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1737886069&ssig=TxJ9gKuk9X&KID=unistore,video",,北京,蓝V
5125632721684850,PaKP674j0,2757394263,网易体育频道,#柯洁尊重裁判判决##柯洁说将排除一切干扰#据媒体人孙海光消息，第29届LG杯决赛第二局被判负后，柯洁表示，虽然对韩国规则有异议，但尊重裁判的判决，明天决胜局将排除一切干扰发挥自己的技术水平。国家围棋队总教练俞斌表示，对第二局因意外原因提前结束比赛深表遗憾，希望柯洁第3局能发挥出自己的水平取得最终的胜利。L新浪棋牌的微博视频,,,,"柯洁尊重裁判判决,柯洁说将排除一切干扰",27,99,896,2025-01-22 15:05,微博视频号,,"http://f.video.weibocdn.com/o0/gLTaCiawlx08llWhJUeY01041200G1rS0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1737886069&ssig=TxJ9gKuk9X&KID=unistore,video",,,蓝V
5125594329384301,PaJPaDnhH,7743435805,体域,第29界LG杯决赛，中方柯洁九段在1.20日先下一城、拿到赛点的情况下，于1.22日第二盘比赛中因为不习惯韩最新规则“提子后要将棋子放置于棋盒盖子上”，第一次被罚了2目，第二次现场已经被韩国把椅子收走了，柯洁被直接判负，两人目前大比分1：1平。如果这种情况下柯洁还能拿下夺冠，那这个九冠王含金量超过了100。建议中国围棋棋院紧急对国家队主力棋手训练一套围棋仪式，下次韩国人来参加我方举办的世界大赛时也以其人之道还治其人之身，争取两次直接判负。#柯洁再次提子未放盒盖上##柯洁判负##柯洁决赛#L体域的微博视频,,,,"柯洁再次提子未放盒盖上,柯洁判负,柯洁决赛",4,15,144,2025-01-22 12:33,互聯網評測專家,,"http://f.video.weibocdn.com/u0/DzmTtjQngx08llXBKy7C01041201XHiv0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1737886069&ssig=xanN5CY8Na&KID=unistore,video",,广东,金V
5126417159294457,Pb5ejCZUB,6192877183,篮球面对面,在LG杯中，我发现输得越多反而赢得更快！卞相壹的“神之一手”令人惊叹，柯洁依然是我心中的九冠王！#LG杯##卞相壹#L篮球面对面的微博视频,,,,"LG杯,卞相壹",25,34,515,2025-01-24 19:02,微博视频号,,"http://f.video.weibocdn.com/o0/PohWvFHplx08lpA9e3ni010412006UYh0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1737886083&ssig=bdqiDMt%2Bhi&KID=unistore,video",,北京,红V
5126276915920951,Pb1A7oQjd,1841529205,老四误我,#中国队不出席LG杯颁奖仪式#中国队硬气起来了，不去参加，你们小韩主办方自己玩去吧！！#柯洁不出席颁奖仪式#L老四误我的微博视频,,,,"中国队不出席LG杯颁奖仪式,柯洁不出席颁奖仪式",1,2,66,2025-01-24 09:45,微博视频号,,"http://f.video.weibocdn.com/o0/AHepdg3wlx08loXP0lAc010412003Amz0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1737886083&ssig=MKQc32ee72&KID=unistore,video",,北京,红V
5126347301588231,Pb3pE6FaD,1730866981,新浪棋牌,#韩国赢了围棋输了#韩国小朋友示范应正常该怎么做#lg杯柯洁退赛#L新浪棋牌的微博视频,,,,"韩国赢了 围棋输了,lg杯柯洁退赛",34,39,1121,2025-01-24 14:25,微博视频号,,"http://f.video.weibocdn.com/o0/Dn9Tjdfjlx08lph1wHeo010412005QNE0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1737886083&ssig=SIYK0wv20P&KID=unistore,video",,北京,蓝V
5126383783645590,Pb4mufinQ,1653603955,扬子晚报,【#卞相壹称死子放错规则无存在必要#】1月24日，卞相壹出席LG杯颁奖典礼，拿到了冠军奖杯和3亿韩元冠军奖金。采访时谈到了柯洁提子违规一事，卞相壹回答称“不知道这项规则，我是在裁判宣布第一次违规时，裁判告诉我后才知道。”在被问及如何看待这条规则时，卞相壹说“我不知道该不该这样说，但我个人认为这样的规则没有存在的必要。”#韩国围棋协会节后重新审查围棋规定##卞相壹颁奖典礼手捧冠军奖杯#（剪辑戴哲涵）L扬子晚报的微博视频,,,,"卞相壹称死子放错规则无存在必要,韩国围棋协会节后重新审查围棋规定,卞相壹颁奖典礼手捧冠军奖杯",203,1191,14864,2025-01-24 16:50,微博视频号,,"http://f.video.weibocdn.com/o0/8uCtSwSYlx08lpqUNLss010412002SUi0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1737886079&ssig=amWy94I6%2B9&KID=unistore,video",,,普通用户
5126232182096343,Pb0pY8NlZ,1853811981,思坊菜AND思坊瑜伽,#中国围棋协会第29届LG杯决赛声明#LG杯世界围棋棋王战决赛裁判引争议，中国棋手柯洁退赛，韩国棋手卞相壹夺冠。1月23日下午，中国围棋协会发布声明：不接受本届LG杯第三局结果！1月23日，中国围棋协会迅速发布了关于第29届LG杯决赛的声明，明确表达了对第三局比赛结果的不认可。在声明中，协会指出，在比赛进行到关键阶段时，柯洁因提子未及时置于棋盒盖，在之后的棋局关键处、轮到对手卞相壹落子时被现场裁判中断比赛。中国围棋协会认为，裁判的这一中断时机严重不当，极大地影响了比赛的正常进行。在棋局的关键时刻，棋手需要全神贯注，保持高度的专注力和竞技状态，而裁判的突然介入，无疑给柯洁带来了ji大的干扰，使其无法继续以zui佳状态完成比赛。从比赛的实际情况来看，当时卞相壹正处于长考阶段，棋局局势复杂，每一步都至关重要。在这个时候，裁判的介入不仅打断了柯洁的比赛节奏，还客观上延长了卞相壹的思考时间，这对于柯洁来说是极为不公平的。在围棋比赛中，棋手的思考时间和比赛节奏是影响比赛结果的重要因素，裁判的这一行为无疑打破了比赛的平衡，使得比赛的公正性受到了严重质疑。目前，中国、韩国、日本这三个围棋实力zui强的国家，都采用各自的围棋规则。中国围棋规则采用数子法计算胜负，注重棋子在棋盘上的实际占位；而韩国和日本围棋规则采用数目法计算胜负，更加关注提掉的“死子”数量。在世界棋战中，一直沿袭谁主办的比赛就用谁的规则的惯例，这就导致棋手在参加不同赛事时，需要频繁适应不同的规则，增加了比赛的不确定性和争议的可能性。此次事件也为未来围棋赛事的组织和规则制定敲响了警钟。统一世界围棋规则已经成为大势所趋，这不仅是确保比赛公平公正的关键，也是推动围棋运动全球化发展的必然要求。,,,,中国围棋协会第29届LG杯决赛声明,4,151,150,2025-01-24 06:47,思坊菜AND思坊瑜伽超话,,,,四川,金V
5126370193571851,Pb40zeZcv,2803301701,人民日报,【#中国围棋协会不接受第3局结果#】第29届LG杯世界围棋棋王赛，柯洁退出决赛，中国围棋协会声明不接受第三局结果。#中国围棋协会认为韩国裁判执法不当#。L人民日报的微博视频,,,,"中国围棋协会不接受第3局结果,中国围棋协会认为韩国裁判执法不当",481,1035,12725,2025-01-24 15:55,微博视频号,,"http://f.video.weibocdn.com/o0/ZiYux1Xslx08lpnlaPVS010412007ZBi0E010.mp4?label=mp4_720p&template=720x1080.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1737886083&ssig=8JQhy412ze&KID=unistore,video",,,普通用户
